tipo_inmueble,finalidad,estado_inmueble,ubicacion_principal,ubicacion_asociada,area,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error
Casa,venta,Usado,"Duitama, Boyaca",Surba y bonza,232.00  m2 m²,4,4,$450.000.000,4,menor a 1 año,,", Calentador, , Citófono, , Closet, , Cocina Integral, , Piso de alta resistencia, , Tanques de Agua, , Vista panorámica, , Zona de BBQ, , Zona Residencial, Descripción, ¡Descubre tu nuevo hogar en el proyecto de viviendas nuevas que Atos Inmobiliaria tiene para ti! Ubicado en la hermosa vereda de la Trinidad, en Duitama, este proyecto te ofrece la oportunidad de vivir en un entorno tranquilo y lleno de comodidades. Consta de 6 casas de dos niveles, diseñadas con atención a cada detalle. ¡No te quedes sin la tuya!","¡Descubre tu nuevo hogar en el proyecto de viviendas nuevas que Atos Inmobiliaria tiene para ti! Ubicado en la hermosa vereda de la Trinidad, en Duitama, este proyecto te ofrece la oportunidad de vivir en un entorno tranquilo y lleno de comodidades. Consta de 6 casas de dos niveles, diseñadas con atención a cada detalle. ¡No te quedes sin la tuya!",,191273549,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273549,,
Lote,venta,Usado,"Boyaca, Duitama, Boyaca","Boyaca, Rincon del cargua, El recreo","2,996.00  m2 m²",¡Pregúntale!,¡Pregúntale!,$1.210.000.000,3,menor a 1 año,,,Atos Inmobiliaria Vende Lote en Duitama,Código Fincaraíz:,191499379,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191499379,,
Apartamento,venta,Usado,"Duitama, Boyaca","Centro, La milagrosa",112.00  m2 m²,4,3,$390.000.000,4,más de 30 años,4 Habs.,,"Apartamento en Venta, Duitama",,191273565,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273565,,
Finca,venta,Usado,"Centro, Duitama, Boyaca","Centro, Solano, Salesiano",143.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$480.000.000,4,9 a 15 años,143,", Ascensor, , Circuito cerrado de TV, , En centro Comercial, , Parqueadero Visitantes, , Vigilancia privada 24*7, , Zona Comercial, , Zona Residencial, Descripción, ¡Oportunidad única en el corazón de Duitama! Presentamos este excepcional local comercial en venta, estratégicamente ubicado en el reconocido centro c. INNOVO PLAZA. Con una superficie de 143 m2. El cc ofrece un diseño moderno perfecto para inversores y emprendedores que buscan maximizar su negocio en una ubicación frecuentada y con alto tráfico peatonal. Construido en 2010, cuenta con los servicios de gas natural, agua y electricidad. Disfrute de la conveniencia de tener una amplia variedad de comercios cercanos y la ventaja de un espacio de estacionamiento exclusivo, un lujo en esta zona privilegiada de Boyacá. Situado en el tercer piso del edificio, este local es una apuesta segura para quienes buscan un lugar destacado y prometedor en el mercado. No deje pasar esta oportunidad de adquirir un local comercial que combina ubicación estratégica y un entorno dinámico ideal para su negocio. Contáctenos para más información., Código Fincaraíz:, 191687536, Consultar, Remax Conecta, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","¡Oportunidad única en el corazón de Duitama! Presentamos este excepcional local comercial en venta, estratégicamente ubicado en el reconocido centro c. INNOVO PLAZA. Con una superficie de 143 m2. El cc ofrece un diseño moderno perfecto para inversores y emprendedores que buscan maximizar su negocio en una ubicación frecuentada y con alto tráfico peatonal. Construido en 2010, cuenta con los servicios de gas natural, agua y electricidad. Disfrute de la conveniencia de tener una amplia variedad de comercios cercanos y la ventaja de un espacio de estacionamiento exclusivo, un lujo en esta zona privilegiada de Boyacá. Situado en el tercer piso del edificio, este local es una apuesta segura para quienes buscan un lugar destacado y prometedor en el mercado. No deje pasar esta oportunidad de adquirir un local comercial que combina ubicación estratégica y un entorno dinámico ideal para su negocio. Contáctenos para más información.",,191687536,Remax Conecta,https://www.fincaraiz.com.co/local-en-venta/191687536,,
Apartamento,venta,Usado,"Duitama, Boyaca","La milagrosa, Centro",230.00  m2 m²,5,3,$490.000.000,4,16 a 30 años,,,Descubra su hogar en las nubes en este hermoso penthouse de ensueño en la mejor ubicación de Duitama.,,191273606,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273606,,
Lote,venta,Usado,"Duitama, Boyaca","Bochica, La floresta",465.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$420.000.000,3,16 a 30 años,,", Lote Vacio, , Servicios Públicos, , Vista panorámica, , Área Urbana, Descripción, EXCELENTE LOTE BIEN UBICADO PARA PROYECTO DE VIVIENDA HASTA 5 PISOS O USO COMERCIAL, INSTITUCIONAL, TIPO I Y II, Código Fincaraíz:, 10734591, Consultar, Insignia Alianza Inmobiliaria Ltda, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","EXCELENTE LOTE BIEN UBICADO PARA PROYECTO DE VIVIENDA HASTA 5 PISOS O USO COMERCIAL, INSTITUCIONAL, TIPO I Y II",,10734591,Insignia Alianza Inmobiliaria Ltda,https://www.fincaraiz.com.co/lote-en-venta/10734591,,
Apartamento,venta,Usado,"Duitama, Boyaca",Centro,93.00  m2 m²,3,2,$330.000.000,4,16 a 30 años,,,"Atos Inmobiliaria presenta en venta un amplio apartamento en el corazón de la ciudad de Duitama. Con una distribución funcional y cómoda, este apartamento consta de 3 habitaciones, 2 baños completos y una cocina integral bien equipada que hace que la preparación de alimentos sea conveniente. Además, ofrece un cuarto de ropas, estudio y un área de entretenimiento con bar.",Código Fincaraíz:,191273130,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273130,,
Casa,venta,Usado,"Tunja, Boyaca","Centro, Solano, Vaticano",100.00  m2 m²,5,2,$280.000.000,2,1 a 8 años,,", Acceso Pavimentado, , Baño Auxiliar, , Cerca de Zona Urbana, , Closet, , Cocina Equipada, , Colegios / Universidades, , Instalación de gas, , Piso en Baldosa /  Mármol, , Trans. Público cercano, , Vista panorámica, , Vivienda Bifamiliar, , Zona de lavandería","Código: 9025FR143 Excelente oportunidad de adquirir casa con dos apartamentos totalmente independientes a pocas cuadras del centro de la ciudad de Tunja, con fácil acceso de transporte público; el apartamento del primer piso consta de dos habitaciones con closet, baño, cocina equipada, sala-comedor y zona de lavandería, el apartamento del segundo piso consta de dos habitaciones con closet, baño, cocina equipada, sala-comedor, altillo con una habitación con closet y zona de lavandería, cada apartamento cuenta con los servicios públicos de agua, luz y gas natural independientes al igual que las entradas a cada uno.",Código Fincaraíz:,192309689,Casa 360,https://www.fincaraiz.com.co/casa-en-venta-en-tunja/192309689,,
Lote,venta,Usado,"Duitama, Boyaca",Centro,400.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$290.000.000,2,más de 30 años,,", Cerca a sector comercial, , Con Vivienda, , Esquinero, , Lote Vacio, , Servicios Públicos, , Área Urbana, Descripción, Lote de 400 M2 en Duitama, Boyacá.  Barrio La Perla. Zona en gran expansión. A 10 minutos del nuevo terminal de transporte. Cuenta con servicios de agua y luz.","Lote de 400 M2 en Duitama, Boyacá.  Barrio La Perla. Zona en gran expansión. A 10 minutos del nuevo terminal de transporte. Cuenta con servicios de agua y luz.",,192021379,OLGA LUCIA SALAMANCA,https://www.fincaraiz.com.co/lote-en-venta/192021379,,
Casa,venta,Usado,"Divino niño, Duitama, Boyaca","Divino niño, Alcazares, Boyaca",176.00  m2 m²,9,3,$340.000.000,2,16 a 30 años,,", Baño Auxiliar, , Cocina Integral, , Despensa, , Instalación de gas, , Parques cercanos, , Patio, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vivienda Multifamiliar, , Zona de lavandería, , Zona Residencial, Descripción, Casa en venta de 3 pisos, cada uno diseñado como un apartamento independiente, ofreciendo privacidad y comodidad, ideal para quienes buscan una inversión segura y rentable. Ubicada en un sector tranquilo, esta propiedad se encuentra a pocos pasos de la avenida principal, lo que garantiza fácil acceso a comercios, servicios y transporte público.","Casa en venta de 3 pisos, cada uno diseñado como un apartamento independiente, ofreciendo privacidad y comodidad, ideal para quienes buscan una inversión segura y rentable. Ubicada en un sector tranquilo, esta propiedad se encuentra a pocos pasos de la avenida principal, lo que garantiza fácil acceso a comercios, servicios y transporte público.",3️⃣1️⃣3️⃣8️⃣2️⃣2️⃣9️⃣9️⃣5️⃣6️⃣,192171332,BELLAVISTA INMOBILIARIA,https://www.fincaraiz.com.co/casa-en-venta/192171332,,
,,Nuevo,,,,,,$,,,,,,,,,https://www.fincaraiz.com.co/lote-en-venta/192136291,,
Apartamento,venta,Usado,"Duitama, Boyaca",La floresta,48.00  m2 m²,2,2,$210.000.000,3,1 a 8 años,,,"Atos tiene disponible para la venta un apartamento en Duitama, que se encuentra cerca de la antigua plaza de mercado. Este apartamento cuenta con dos habitaciones y dos baños, además de una sala comedor y una cocina integral con un mesón grande en mármol y acabados de lujo.",,191273680,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273680,,
Casa,venta,Usado,"Duitama, Boyaca","Solano, Centro, Salesiano",440.00  m2 m²,1,6,$1.600.000.000,4,16 a 30 años,,", Cerca centro comercial, , Cocineta, , Patio, , Vista panorámica, , Zona Comercial, Descripción, Casa para uso de oficinas, EPS, consultorios o comercial, en Solano, Duitama para venta. Esta distribuida por niveles, cuenta dos salas amplias, seis baños, trece consultorios, bodega, patio amplio y rampa de acceso. Sótano, semisótano, dos patios y dos garajes. Excelente sector de Boyacá., Código Fincaraíz:, 191264320, Consultar, Rentkasa SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Casa para uso de oficinas, EPS, consultorios o comercial, en Solano, Duitama para venta. Esta distribuida por niveles, cuenta dos salas amplias, seis baños, trece consultorios, bodega, patio amplio y rampa de acceso. Sótano, semisótano, dos patios y dos garajes. Excelente sector de Boyacá.",,191264320,Rentkasa SAS,https://www.fincaraiz.com.co/casa-en-venta/191264320,,
Apartamento,venta,Usado,"Manzanares, Duitama, Boyaca","Manzanares, Centro",100.00  m2 m²,3,2,$280.000.000,4,¡Pregúntale!,,,"Apartamento de 100 m2, con una excelente ubicación  cerca al innovo zona de colegios sector Manzanares. Compuesto por :3 habitaciones con clóset,2 baños,Sala  con chimenea comedor independiente, cocina integral,patio de ropas,garaje cubierto  en linea para 2 carros",,192332690,NC INTERNATIONAL BUSINESS SAS,https://www.fincaraiz.com.co/apartamento-en-venta/192332690,,
Apartamento,venta,Usado,"Solano, Duitama, Boyaca","Solano, Centro",197.00  m2 m²,5,3,$520.000.000,4,16 a 30 años,5 Habs.,", Acceso Pavimentado, , Ascensor, , Balcón, , Barra estilo americano, , Baño Auxiliar, , Baño Independiente, , Cuarto de servicio, , Depósito / Bodega, , Despensa, , Estudio, , Garaje(s), , Hall de Alcobas",? ¡Exclusivo Penthouse con la mejor vista de la ciudad! ?,,191780137,Remax Planet,https://www.fincaraiz.com.co/apartamento-en-venta/191780137,,
Casa,venta,Usado,"La floresta, Duitama, Boyaca","La milagrosa, La floresta",11.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$600.000.000,3,menor a 1 año,11,", Cerca a sector comercial, , En conjunto cerrado, , Industrial, , Lote Vacio, , Servicios Públicos, , Sobre vía principal, , Área Urbana, Descripción, GRAN OPORTUNIDAD  LOTE  EN VENTA DUITAMA ubicado en  una  zona estratgica y de alta valoriozacion,  este  lote es ideal para construir la casa que soñaste  o el  proyecto inmobiliario. Le Vendemos  lote  con  licencia  para  proyecto de  vivienda  de  interés, bifamiliar  multifamiliar, en  Duitama,  en  el  departamento  de Cundinamarca,  de 3  a cinco  pisos   desarrollar  comercio tipo  I y II institucional  I, II industria  tipo  I zona  en  desarrollo.   apúntese  para  un  proyecto  mixto  con  grandes  expectativas. desarrolle  su  bahía  comercial  junto  con  vivienda  y  también  con  usos  múltiples  por  ser  una  zona  mixta, no deje pasar esta oportunidad , contactanos  para mayor informacion PRECIO  NEGOCIABLE  DEPENDE  LA  FORMA  DE PAGO., Código Fincaraíz:, 10756817, Consultar, NUESTRA CASA INMOBILIARIA, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","GRAN OPORTUNIDAD  LOTE  EN VENTA DUITAMA ubicado en  una  zona estratgica y de alta valoriozacion,  este  lote es ideal para construir la casa que soñaste  o el  proyecto inmobiliario. Le Vendemos  lote  con  licencia  para  proyecto de  vivienda  de  interés, bifamiliar  multifamiliar, en  Duitama,  en  el  departamento  de Cundinamarca,  de 3  a cinco  pisos   desarrollar  comercio tipo  I y II institucional  I, II industria  tipo  I zona  en  desarrollo.   apúntese  para  un  proyecto  mixto  con  grandes  expectativas. desarrolle  su  bahía  comercial  junto  con  vivienda  y  también  con  usos  múltiples  por  ser  una  zona  mixta, no deje pasar esta oportunidad , contactanos  para mayor informacion PRECIO  NEGOCIABLE  DEPENDE  LA  FORMA  DE PAGO.",,10756817,NUESTRA CASA INMOBILIARIA,https://www.fincaraiz.com.co/lote-en-venta/10756817,,
Apartamento,venta,Usado,"Duitama, Boyaca","Villa rousse, Sauzalito, San francisco",35.00  m2 m²,1,1,$92.000.000,3,9 a 15 años,,,"Encantador apartaestudio en venta en Duitama, a solo unos pasos del sector Sauzalito y del hospital. Disfruta de una vida cómoda y conveniente en este acogedor espacio, con una hermosa sala comedor, una amplia alcoba, un moderno baño y una funcional cocina integral. Además, cuenta con una práctica zona de ropas para mayor comodidad. ¡No dejes pasar esta increíble oportunidad de tener tu propio hogar en una ubicación inmejorable",,191273193,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273193,,
Casa,venta,Usado,"Centro, Duitama, Boyaca",Centro,289.00  m2 m²,5,2,$850.000.000,2,9 a 15 años,,", Calentador, , Cerca a sector comercial, , Closet, , Cocina Integral, , Colegios / Universidades, , Cómodas vias de acceso, , Seguridad, , Servicios Públicos, , Supermercados / C.Comerciales, , Todos los Servicios, , Trans. Público cercano, , Ventilación Natural","Casa lote con buenos espacios e iluminación ,tiene a su alrededor hermoso paisajes ,finca queda en la vereda Puente de Piedra municipio de Ventaquemada Boyaca y cuenta con tres acueductos veredales, tiene gas domicilio, una casa grande en perfecto estado una vía carreteable, en la parte baja pasa un riachuelo, apta para la siembra de papa, zanahoria, remolacha, maíz, cuenta con tres reservorios para riego.gran oportunidad agende su cita. 90-72720",,192170765,Inmobiliare Julio Corredor,https://www.fincaraiz.com.co/finca-en-venta/192170765,,
Lote,venta,Usado,"Centro, Duitama, Boyaca",Centro,"1,171,600.00  m2 m²",¡Pregúntale!,¡Pregúntale!,$5.908.000.000,3,16 a 30 años,,", Alcantarillado, , Cerca centro comercial, , Seguridad, , Servicios Públicos, , Trans. Público cercano, , Zona Comercial, , Árboles frutales, , Área Rural, Descripción, Espectacular Lote con magnifica vista y cerca a la vía principal,rodeada de naturaleza ,oportunidad de inversión 90-70423, Código Fincaraíz:, 191285361, Consultar, Inmobiliare Julio Corredor, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Espectacular Lote con magnifica vista y cerca a la vía principal,rodeada de naturaleza ,oportunidad de inversión 90-70423",,191285361,Inmobiliare Julio Corredor,https://www.fincaraiz.com.co/lote-en-venta/191285361,,
Casa,venta,Usado,"Duitama, Boyaca",Camilo torres,160.00  m2 m²,4,4,$350.000.000,3,1 a 8 años,4 Habs.,", Acceso Pavimentado, , Asador, , Balcón, , Baño Auxiliar, , Baño Independiente, , Cerca de Zona Urbana, , En conjunto cerrado, , Estudio, , Garaje(s), , Parques cercanos, , Piso en Baldosa /  Mármol, , Terraza","Código: 898FR9031 Excelente oportunidad de adquirir casa nueva en un conjunto cerrado de la ciudad de Duitama con fácil acceso de transporte público; cerca de la iglesia San Cayetano y colegios, la casa consta de cuatro alcobas con closet, la habitación principal con vestier y baño privado, tres baños sociales, zona de estudio, sala de estar, amplia terraza cubierta, cocina integral, sala-comedor, amplio patio de ropa y garaje.",Código Fincaraíz:,192273085,Casa 360,https://www.fincaraiz.com.co/casa-en-venta-en-duitama/192273085,,
Lote,venta,Usado,"Centro, Duitama, Boyaca","Centro, Americas, Candido quintero","1,024.00  m2 m²",¡Pregúntale!,¡Pregúntale!,$1.003.520.000,3,más de 30 años,,", Cerca a sector comercial, , Cómodas vias de acceso, , Dotado, , Servicios Públicos, , Trans. Público cercano, , Zona Residencial, Descripción, Excelente predio ubicado en la ciudad de Duitama, Boyacá. a dos cuadras de la vía principal de fácil acceso y ubicado en barrio con proyectos de construcción urbana. 90-69191, Código Fincaraíz:, 191297743, Consultar, Inmobiliare Julio Corredor, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Excelente predio ubicado en la ciudad de Duitama, Boyacá. a dos cuadras de la vía principal de fácil acceso y ubicado en barrio con proyectos de construcción urbana. 90-69191",,191297743,Inmobiliare Julio Corredor,https://www.fincaraiz.com.co/lote-en-venta/191297743,,
Lote,venta,Usado,"Duitama, Boyaca","Laureles, San fernando parte alta, San fernando",560.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$220.000.000,2,1 a 8 años,,,"Venta de Lote en Duitama, Barrio San Fernando: Ideal para Desarrollo",,191273490,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273490,,
Casa,venta,Usado,"Libertador, Duitama, Boyaca",Libertador,300.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$320.000.000,2,menor a 1 año,,,"Lote de 15 metros de frente por 20 metros de fondo, se podría iniciar dos Proyectos dividir en dos para construir dos Casas cada una con area de 150 metros de terreno y el otro proyecto se puede hacer un edificio hasta de 8 pisos de varios Tamaño de area de apto, el suelo es rocosos lo que ayuda que la estructura sea muy buena para construir le proyecto de sus sueños",,192140786,Alejandro,https://www.fincaraiz.com.co/lote-en-venta/192140786,,
Casa,venta,Usado,"La parroquia, Duitama, Boyaca","La parroquia, Las delicias",235.00  m2 m²,3,4,$850.000.000,4,1 a 8 años,,,"Espectacular casa quinta de arquitecto,235 mts área const-570 mts total.Conjunto PH LA ISABELLA (casa1),rodeada de naturaleza, con vista a través de los vitrales de la segunda planta a un espectacular paisaje! Casa totalmente moderna con terminaciones de enchapes,sanitarios, laminados y cerámicas de Decorceramica , todo traído de Bogota.Cuenta con cancha de mini squash-jacuzzi para estrenar, en la zona del barbuquiu. Con espacio para gimnasio interno de dos maquinas en la primer planta ,cuenta con sala a doble altura-cimenea en mármol -comedor -cocina americana-zona de lavandería y habitación principal del primer piso y baño principal.En la segunda planta dos habitaciones terminadas con sus baños modernos con salida a balcón- sala estudio con monitor de cámaras del circuito de tv-sala de tv.Tiene como atractivo un puente en IP con piso de madera que comunica dos espacios del segundo nivel-escaleras arquitectónicas en madera y ventanales con cortinas eléctricas y lo más atractivo el techo en madera totalmente hermoso y de alto acabado.En la zona de parqueadero con portón eléctrico para estrenar, dos vehículos cubiertos y 4 descubiertos, cuenta con cuartos de calentador a gas ,bombas y depósito. La fachada frontal del predio en hermosa piedra tapizada.Sistema eléctrico Bifásico a 220 voltios, gas natural,internet,servicio de recolección de basuras,pozo séptico. Algo novedoso!es su sistema de reciclaje aguas lluvias y lavanderia 3.000 litros reutilizables-5.500 potables.",,192143324,mauricio López,https://www.fincaraiz.com.co/casa-campestre-en-venta/192143324,,
Lote,venta,Usado,"Duitama, Boyaca",La laguna,10.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$270.000.000,3,1 a 8 años,10,", Área Rural, Descripción, Ubicado en un encantador valle rodeado de naturaleza y paisajes únicos, este hermoso terreno de 1310 m² ofrece la tranquilidad de vivir en el campo con todas las comodidades modernas.","Ubicado en un encantador valle rodeado de naturaleza y paisajes únicos, este hermoso terreno de 1310 m² ofrece la tranquilidad de vivir en el campo con todas las comodidades modernas.",,192276794,LIBIA SANA NINO,https://www.fincaraiz.com.co/lote-en-venta/192276794,,
Casa,venta,Usado,"Libertador, Duitama, Boyaca","Libertador, La gruta",78.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$45.000.000,2,menor a 1 año,,", Cerca a sector comercial, , Área Urbana, Descripción, Vendo permuto Fabulosos lotes de 6x12, Rincón del Cargua, desde 48 millones. Otro Esquinero de 82 mts, vale 57 millones. También vendo lote Urbano Esquinero de 142m2 vale 125 . Otro Camara Comercio vale 150M, Otro San Diego 190m2 val 150M. Otro Camilo Torres de 267.08m2, vale 200M Otro Semi urbano con bases, 200m2  vale 55M. Otro Rural de 3.700 m2 Vereda Quebrada Becerras , vale 180M. Todos al día en papeles y listos para construir, precios negociables. Otros para cabañas y rurales. Casa Lote en la Parroquia 145M. Otra Colombia 300M lote 1.000m2. Otra Urbana construible Manzanares  165m2 vale 265M., Código Fincaraíz:, 10014195, Consultar, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Vendo permuto Fabulosos lotes de 6x12, Rincón del Cargua, desde 48 millones. Otro Esquinero de 82 mts, vale 57 millones. También vendo lote Urbano Esquinero de 142m2 vale 125 . Otro Camara Comercio vale 150M, Otro San Diego 190m2 val 150M. Otro Camilo Torres de 267.08m2, vale 200M Otro Semi urbano con bases, 200m2  vale 55M. Otro Rural de 3.700 m2 Vereda Quebrada Becerras , vale 180M. Todos al día en papeles y listos para construir, precios negociables. Otros para cabañas y rurales. Casa Lote en la Parroquia 145M. Otra Colombia 300M lote 1.000m2. Otra Urbana construible Manzanares  165m2 vale 265M.",,10014195,Oveimar,https://www.fincaraiz.com.co/lote-en-venta/10014195,,
Lote,venta,Usado,"Centro, Duitama, Boyaca",Centro,1.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$295.000.000,1,menor a 1 año,,,hermoso lote vereda la trinidad Duitama  2900m2 cerca al parque principal. Linda con el río. informe 3203434416,,10836494,amparo ardila,https://www.fincaraiz.com.co/lote-en-venta/10836494,,
Apartamento,venta,Usado,"Los alpes, Duitama, Boyaca","Los alpes, Camilo torres",61.00  m2 m²,3,2,$118.000.000,2,9 a 15 años,3 Habs.,,"Vendo Apto 3 alcobas 2 baños sala comedor cocina integral piso 5, conjunto Robledales 1. Otro piso 1, 3 alcobas baño  sala comedor Robledales 2, vale 120. Otro piso 3 con terraza privada UPTC 130 millon. Otros Nuevos Progreso piso 4 y 5 con garaje 180 millon. Otro cerca Innovo Nuevo con garaje terraza y depósito,  210 millones, o en Obra Blanca 165 millones. Otro Simón Bolivar piso 1 de 70 mts conjunto vale 145 mill. Otros Nuevos Ese Tundama 230 Mill con garaje.  Otro Duplex 2 alcobas, seminuevo Américas,  149 Mill. Otros Nuevos Las Lajas piso 4 y 5, con garaje, depósito,  terraza valor 220 millones.",,10014247,OVEIMAR,https://www.fincaraiz.com.co/apartamento-en-venta/10014247,,
Apartamento,venta,Usado,"La perla, Duitama, Boyaca","La perla, Los alpes, Simon bolivar",58.00  m2 m²,3,2,$120.000.000.000,2,menor a 1 año,,,"Apartamento buenos acabados, conjunto Robledales 1, piso 2  servicios de vigilancia y aseo,  Otro Remodelado piso 2, vale 135M, Otro piso 2 acabados normales vale 120M. Otro Piso 2 usado 115M. Otro Piso 4 con Garaje, terraza pequeña, Progreso Alto, vale 175 Mills, Otro Piso 1, Esquinero Garaje o Bodega 90 mts cerca a Suserviboy 195 Mills, también en Obra Blanca con garaje y depósito,  sector Ese Tundama,  piso 3, vale 165 millones,  se recibe permuta.  Otro piso 4 Centro, no garaje, piso 4, vale 215 Mills.  Otro DUPLEX Seminario,  no garaje, 160 Mills, Nuevos en Camilo Torres, con Terraza privada 32m2. Otro Esquinero con garaje y deposito 180M.  Trámites con Caja Honor, asesoría para tramitar subsidio Caja Honor.",,10124141,Oveimar,https://www.fincaraiz.com.co/apartamento-en-venta/10124141,,
Apartamento,venta,Usado,"Duitama, Boyaca","Libertador, Manzanares",72.00  m2 m²,3,2,$243.000.000,3,1 a 8 años,3 Habs.,,3 habitaciones con clóset 2 baños cocina integral patio de ropas salón social balcón ascensor garage cubierto,,191063526,Leislly,https://www.fincaraiz.com.co/apartamento-en-venta/191063526,,
Casa,venta,Usado,"Surba y bonza, Duitama, Boyaca","Surba y bonza, San lorenzo de abajo, San lorenzo de arriba",530.00  m2 m²,4,5,$2.300.000.000,4,1 a 8 años,4 Habs.,", Amoblado, , Balcón, , Barra estilo americano, , Baño Auxiliar, , Calentador, , Cancha de Tennis, , Garaje(s), , Hall de Alcobas, , Instalación de gas, , Jardín, , Parqueadero Visitantes, , Patio","Exclusiva propiedad en venta ubicada en condominio en Duitama, el cual cuenta con cancha de tenis, oratorio, parque infantil, cancha de baloncesto, portería, vigilancia 24 horas, amplias zonas verdes.",,10871117,Luis Diego Parra Mariño,https://www.fincaraiz.com.co/casa-en-venta/10871117,,
Apartamento,venta,Usado,"La parroquia, Duitama, Boyaca","La parroquia, Las delicias",125.00  m2 m²,3,2,$300.000.000,1,1 a 8 años,,", Balcón, , Barra estilo americano, , Baño Auxiliar, , Calentador, , Cocina Integral, , Estudio, , Garaje(s), , Instalación de gas, , Vista panorámica, , Zona Campestre, , Zona de lavandería, , Zonas Verdes, Descripción, Apartamento  Venta en Duitama., Moderno apartamento de 118 m² en Duitama, + parqueadero privado cubierto, totalmente independiente. Vista increíble de la ciudad y gran iluminación., Características:, Cocina Integral con Equipamiento Completo: Cuenta con estufa de gas de cinco puestos, extractor, y amplio espacio de almacenamiento., Dos Baños Completos: Uno ubicado en la alcoba principal y otro en la sala-comedor, ambos con agua caliente., Tres Alcobas amplias y closet´s con excelente capacidad de almacenamiento y ventanas que proporcionan vistas impresionantes a las montañas y excelente iluminación., Barrio las Delicias, Servicios Estrato 1, ambiente campestre., Código Fincaraíz:, 10872071, Consultar, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros",Apartamento  Venta en Duitama.,,10872071,Julio Martinez,https://www.fincaraiz.com.co/apartamento-en-venta/10872071,,
Lote,venta,Usado,"La perla, Duitama, Boyaca","La perla, Bochica, La esperanza",394.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$495.000.000,1,1 a 8 años,,,"Excelente oportunidad, venta de lote de 394mts2 cerca a la universidad Antonio Nariño y el hospital regional.",,10853743,Daniel Alvarado,https://www.fincaraiz.com.co/lote-en-venta/10853743,,
Casa,venta,Usado,"Santa ana, Duitama, Boyaca",Santa ana,300.00  m2 m²,5,6,$850.000.000,3,9 a 15 años,,,"Espectacular cabaña, apta para negocio, son tres construcciones independientes.",,10103180,Rafael EduardoCubides R,https://www.fincaraiz.com.co/casa-en-venta/10103180,,
Apartamento,venta,Usado,"Centro, Duitama, Boyaca","Centro, El carmen",50.00  m2 m²,2,2,$180.000.000,3,1 a 8 años,,", Barra estilo americano, , Calentador, , Citófono, , Cocina Integral, , Depósito / Bodega, , Instalación de gas, , Parques cercanos, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona Comercial, , Zona de lavandería, Descripción, Consta de 2 habitaciones con closets amplios; una con baño privado; salacomedor; cocina integral, con mesón auxiliar en granito y 4 sillas graduables; espacio pequeño con puerta para guardar implementos de aseo; patio de ropas con claraboya, lavadero en fibra; calentador a gas; 3 ventanas con black out; pisos de habitaciones en madera laminada; pisos de salacomedor y pasillo en porcelanato; pisos de baños en cerámica; el sistema de ingreso al edificio es con video portero, está ubicado a 3 minutos de la plaza de los libertadores., Código Fincaraíz:, 192243102, Consultar, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Consta de 2 habitaciones con closets amplios; una con baño privado; salacomedor; cocina integral, con mesón auxiliar en granito y 4 sillas graduables; espacio pequeño con puerta para guardar implementos de aseo; patio de ropas con claraboya, lavadero en fibra; calentador a gas; 3 ventanas con black out; pisos de habitaciones en madera laminada; pisos de salacomedor y pasillo en porcelanato; pisos de baños en cerámica; el sistema de ingreso al edificio es con video portero, está ubicado a 3 minutos de la plaza de los libertadores.",,192243102,David Castellanos,https://www.fincaraiz.com.co/apartamento-en-venta/192243102,,
