tipo_inmueble,finalidad,estado_inmueble,Ciudad,ubicacion_asociada,area m²,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error,latitud,longitud
Lote,venta,Usado,Tunja,Santa Ana,13250,0,0,2650000000,1,0,,,"Excelente lote ubicado en la autopista norte, comercial, residencial, institucional con servicos, cuenta con una area de 13.250 m2.",,191185260,Inmobiliaria Fenix,https://www.fincaraiz.com.co/lote-en-venta/191185260,,,5.5473168,-73.3611839
Casa,venta,Usado,Tunja,Los Rosales,60,2,2,200000000,4,30,,", Calentador, , Canchas Deportivas, , Cerca centro comercial, , Instalación de gas, , Trans. Público cercano, , Zona Residencial, , Área Urbana, Descripción, Atos Inmobiliaria presenta en venta y arriendo un acogedor apartamento en el barrio Los Rosales, una ubicación privilegiada cerca de la UPTC. Este apartamento ofrece un diseño funcional que incluye una sala comedor espaciosa, dos habitaciones confortables, dos baños completos y un práctico estudio, ideal para trabajar o estudiar desde casa. Además, cuenta con una cocina bien equipada y una zona de ropas para mayor comodidad en las tareas del hogar. Con un área total de 60 m2, este apartamento es perfecto para parejas, familias pequeñas o estudiantes que deseen disfrutar de una vida tranquila y conveniente en una de las zonas más buscadas de la ciudad. ¡Contáctanos en Atos Inmobiliaria para más información sobre esta excelente oportunidad de venta o arriendo!, Código Fincaraíz:, 191273087, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria presenta en venta y arriendo un acogedor apartamento en el barrio Los Rosales, una ubicación privilegiada cerca de la UPTC. Este apartamento ofrece un diseño funcional que incluye una sala comedor espaciosa, dos habitaciones confortables, dos baños completos y un práctico estudio, ideal para trabajar o estudiar desde casa. Además, cuenta con una cocina bien equipada y una zona de ropas para mayor comodidad en las tareas del hogar. Con un área total de 60 m2, este apartamento es perfecto para parejas, familias pequeñas o estudiantes que deseen disfrutar de una vida tranquila y conveniente en una de las zonas más buscadas de la ciudad. ¡Contáctanos en Atos Inmobiliaria para más información sobre esta excelente oportunidad de venta o arriendo!",,191273087,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273087,,,5.5540871,-73.3534532
Apartamento,venta,Usado,Tunja,Libertador,104,3,2,285000000,3,15,,,Apartamento Esquinero en Venta - Sur de Tunja,,191787426,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191787426,,,5.5072197,-73.3675651
Casa,venta,Usado,Tunja,Santa Inés,175,3,2,480000000,5,30,,", Acceso Pavimentado, , Baño Auxiliar, , Baño Independiente, , Calentador, , Cerca de Zona Urbana, , Chimenea, , Depósito / Bodega, , Despensa, , Estudio, , Hall de Alcobas, , Jardín, , Piso en Baldosa /  Mármol",? Retiro Familiar en el Corazón de Tunja: Espacio y Tranquilidad en Mesopotamia ?,,11005419,INMOBILIARIA LOS LANCEROS,https://www.fincaraiz.com.co/casa-en-venta/11005419,,,5.5493892,-73.3510038
Lote,venta,Usado,Tunja,,72,0,0,90000000,3,1,,,"Atos Inmobiliaria Vende Lote en el Barrio Cooservicios, Oriente de Tunja",3145945931,191689793,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191689793,,,,
Casa,venta,Usado,Tunja,,332,10,5,840000000,3,30,,", Trans. Público cercano, Descripción, Gran Casa de 3 Pisos en el Corazón de Tunja",Gran Casa de 3 Pisos en el Corazón de Tunja,,191274028,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191274028,,,,
Casa,venta,Usado,Tunja,Manzanares,56,3,2,169000000,2,8,3 Habs.,", Ascensor, , Baño Auxiliar, , Baño Independiente, , Calentador, , Cerca de Zona Urbana, , Circuito cerrado de TV, , Hall de Alcobas, , Instalación de gas, , Parqueadero Visitantes, , Parques cercanos, , Piso en Baldosa /  Mármol, , Portería / Recepción","Código: 8944FR397 Excelente oportunidad de adquirir apartamento en el barrio Manzanares en la ciudad de Tunja, cerca de la Universidad Nacional Abierta y a Distancia UNAD, parques y colegios, cuenta con una excelente vista e iluminación, fácil acceso de transporte público; el apartamento consta de tres habitaciones con closet, dos baños, sala- comedor, zona de estudio, cocina integral y zona de lavandería; cuenta con parqueadero comunal, el conjunto cuenta con vigilancia presencial y la constructora entregara áreas sociales como salón social, salón de lectura, salón de niños, GYM y zonas húmedas (turco y sauna).",,192212402,Casa 360,https://www.fincaraiz.com.co/apartamento-en-venta/192212402,,,,
Casa,venta,Usado,Tunja,,100,3,3,390000000,4,8,3 Habs.,", Balcón, , Calentador, , Cerca centro comercial, , Citófono, , Instalación de gas, , Piso de alta resistencia, , Sobre vía principal, , Tanques de Agua, , Terraza, , Trans. Público cercano, , Zona Comercial, , Zona Residencial","|¡Descubre el hogar de tus sueños en el norte de la ciudad! Atos Inmobiliaria se enorgullece de presentar la venta de hermosas casas de 3 pisos con un área de 100 m2 en un conjunto cerrado de 52 casas, ubicado cerca de la zona de concesionarios.",,191274045,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191274045,,,,
Casa,venta,Usado,Tunja,San José,142,6,2,650000000,3,30,,", Acceso Pavimentado, , Baño Auxiliar, , Cerca de Zona Urbana, , Cocina Equipada, , Colegios / Universidades, , Comedor auxiliar, , Instalación de gas, , Parques cercanos, , Piso en Baldosa /  Mármol, , Trans. Público cercano, , Zona de lavandería, , Zona Residencial","Código: 897FR8665   Excelente oportunidad de adquirir esta casa lote la cual se puede restaurar o realizar un proyecto de construcción de apartamentos o aparta estudios ya que cuenta con trescientos dos metros cuadrados, está ubicada a pocas cuadras del centro de la ciudad, cerca del colegio Salesiano, Colegio Boyacá, entre otros, la facultad de medicina, Universidad Antonio Nariño, Hospital San Rafael, con fácil acceso de transporte público; la cual consta de seis alcobas, dos baños, cocina, sala-comedor, zona de lavandería y un lote de aproximadamente diez por diez.",,192250616,Casa 360,https://www.fincaraiz.com.co/casa-en-venta/192250616,,,,
Casa,venta,Usado,Tunja,,230,9,5,430000000,3,15,,,"Atos te presenta una oportunidad única de inversión en el norte de la ciudad. Esta casa multifamiliar consta de cuatro apartamentos, cada uno con su propio encanto. En el sótano, encontrarás dos habitaciones, sala comedor, cocina y baño. En el primer piso, hay dos unidades con dos habitaciones, sala comedor, dos baños, patio, garaje y cocina. El segundo piso alberga otra unidad con tres habitaciones, sala comedor, baño, cocina y patio. Por último, en el tercer piso, encontrarás dos habitaciones, sala comedor, baño, cocina, patio y balcón. Cada apartamento cuenta con armarios empotrados y disfruta de servicios independientes de agua, luz y gas. Esta es una excelente oportunidad para inversores o para quienes buscan una propiedad con espacio adicional para la familia extendida. ¡Contáctanos para más detalles!",,191273717,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273717,,,,
Lote,venta,Usado,Tunja,,530,0,0,450000000,6,15,,,"Se vende lote de 530 M2 ubicado en la zona mas exclusiva de la ciudad, conjunto cerrado de uso residencial",,191273931,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273931,,,,
Apartamento,venta,Usado,Tunja,San José,152,4,4,420000000,4,30,4 Habs.,", Alarma, , Balcón, , Circuito cerrado de TV, , Citófono, , Closet, , Cocina Integral, , Garaje(s), , Instalación de gas, , Parqueadero Visitantes, , Parqueadero Visitantes, , Piso en Baldosa /  Mármol, , Salón Comunal","Te presentamos este increíble apartamento en la cercana ciudad de Tunja, Boyacá. Con un diseño amplio y acogedor, es perfecto para disfrutar en familia. Cuenta con hermosos acabados en madera de cedro y está estratégicamente ubicado en la capital Boyacense.",,191545358,PADS,https://www.fincaraiz.com.co/apartamento-en-venta/191545358,,,,
Casa,venta,Usado,Tunja,Las Quintas,192,4,3,450000000,4,15,,", Balcón, , Calentador, , Cerca centro comercial, , Chimenea, , Cocina Integral, , Trans. Público cercano, , Zona Comercial, , Zona Residencial, Descripción, Hermosa casa en zona norte de la ciudad. Consta de 4 habitaciones con amplios closets, 3 baños, sala comedor, cocina integral, patio de ropas, garaje, cortinas blackout , hall de televisión, 2 balcones y Jacuzzi. Tiene cámaras de seguridad privada con circuito cerrado, rejas, calentador, chimenea, cableado de internet y mesa para pin pon., Código Fincaraíz:, 191273987, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Hermosa casa en zona norte de la ciudad. Consta de 4 habitaciones con amplios closets, 3 baños, sala comedor, cocina integral, patio de ropas, garaje, cortinas blackout , hall de televisión, 2 balcones y Jacuzzi. Tiene cámaras de seguridad privada con circuito cerrado, rejas, calentador, chimenea, cableado de internet y mesa para pin pon.",,191273987,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273987,,,5.5532120,-73.3491782
Apartamento,venta,Usado,Tunja,Santa Inés,87,3,2,310000000,5,15,,", Calentador, , Canchas Deportivas, , Citófono, , Cocina Integral, , Instalación de gas, , Piso de alta resistencia, , Tanques de Agua, , Trans. Público cercano, , Vista panorámica, , Zona Residencial, , Área Urbana, Descripción, ATOS INMOBILIARIA VENDE APARTAMENTO EN EL NORTE DE TUNJA",ATOS INMOBILIARIA VENDE APARTAMENTO EN EL NORTE DE TUNJA,,191691147,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191691147,,,5.5493892,-73.3510038
Finca,venta,Usado,Tunja,Jorge Eliécer Gaitán,440,0,6,2700000000,3,8,,", Baño Auxiliar, , Cerca a sector comercial, , Cerca centro comercial, , Closet, , Colegios / Universidades, , Parques cercanos, , Restaurantes, , Salón Comunal, , Servicios Públicos, , Supermercados / C.Comerciales, , Trans. Público cercano, Descripción, 815-3367 D.C COLOMBIA S.A.S Vende edificio de 3 pisos. Área construida 440,00 mt2 y área de terreno 206,15 mt2. Primer piso ingreso por calle, local comercial, chimenea, ventilador, 2 baños, espacio para bodega o cocina, otra bodega con entrada independiente, cuarto de aseo y garaje. Segundo piso, área de tres oficinas, una bodega y un baño privado, salón de dos unidades de baño hombre y mujer. Tercer piso con espejo de agua, salón, baños hombre y mujer, espacio para oficinas, bodega o sala de juntas. 815-3367, Código Fincaraíz:, 191314528, Consultar, D.C COLOMBIA S.A.S., Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","815-3367 D.C COLOMBIA S.A.S Vende edificio de 3 pisos. Área construida 440,00 mt2 y área de terreno 206,15 mt2. Primer piso ingreso por calle, local comercial, chimenea, ventilador, 2 baños, espacio para bodega o cocina, otra bodega con entrada independiente, cuarto de aseo y garaje. Segundo piso, área de tres oficinas, una bodega y un baño privado, salón de dos unidades de baño hombre y mujer. Tercer piso con espejo de agua, salón, baños hombre y mujer, espacio para oficinas, bodega o sala de juntas. 815-3367",,191314528,D.C COLOMBIA S.A.S.,https://www.fincaraiz.com.co/edificio-en-venta/191314528,,,,
Lote,venta,Usado,Tunja,,320,0,0,480000000,3,8,,,"Atos Inmobiliaria tiene disponible para la venta un hermoso lote industrial ubicado en el Parque Oriental de Oriente. Este lote cuenta con una impresionante área de 320 m² y es de esquina, lo que le proporciona una mayor versatilidad y accesibilidad. Con dimensiones de 16 metros de frente por 20 metros de fondo, es una opción amplia y bien ubicada para actividades industriales.",,191273676,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273676,,,,
Casa,venta,Usado,Tunja,,109,3,3,400000000,3,15,,", Acceso Pavimentado, , Baño Auxiliar, , Baño Independiente, , Calentador, , Cerca de Zona Urbana, , Chimenea, , Garaje(s), , Hall de Alcobas, , Instalación de gas, , Jardín, , Parques cercanos, , Patio","Código: 9050FR118 Excelente oportunidad de adquirir casa al norte de la ciudad de Tunja, en la urbanización Santa Catalina, con fácil acceso de transporte público; esta consta de tres habitaciones, la habitación principal con baño privado, dos baños sociales, cocina integral, sala con chinea, sala de estar, comedor, amplia zona de lavandería y garaje.",,192343915,Casa 360,https://www.fincaraiz.com.co/casa-en-venta/192343915,,,,
Casa,venta,Usado,Tunja,,273,6,4,450000000,3,15,,,"Atos Inmobiliaria ofrece en venta una amplia casa ubicada en el oriente de la ciudad de Tunja,, cerca de los barrios Consuelo y Suárez, y a pocos metros de la Avenida Oriental. A tan solo 10 minutos caminando de la Plaza de Bolívar, esta propiedad de tres pisos incluye un apartaestudio independiente, ideal para quienes buscan un espacio adicional o un ingreso extra.",,191272769,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191272769,,,,
Casa,venta,Usado,Tunja,,101,3,2,220000000,3,30,,", Instalación de gas, , Trans. Público cercano, , Vista panorámica, Descripción, Atos Inmobiliaria te presenta una oportunidad única en el barrio Hunza. Se trata de una espaciosa casa esquinera de una planta, disponible para venta.","Atos Inmobiliaria te presenta una oportunidad única en el barrio Hunza. Se trata de una espaciosa casa esquinera de una planta, disponible para venta.",,192293763,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta-en-hunza-tunja/192293763,,,,
Casa,venta,Usado,Tunja,Santa Inés,235,5,4,550000000,5,15,,", Balcón, , Baño Auxiliar, , Calentador, , Cocina Integral, , Cocina tipo Americano, , Colegios / Universidades, , Parques cercanos, , Piso en Baldosa /  Mármol, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona Comercial, , Zona de lavandería","EN VENTA HERMOSA CASA, ubicada en el barrio remansos de Santa Inés. área: 235 m2. Tres pisos; En el primer nivel cuenta con sala, comedor, cocina integral, zona de ropas, baño social, garaje cubierto y antejardín.  segundo piso 4 habitaciones, 2 baños. Tercer piso: habitación principal  y terraza cubierta. Valor : 550.000.000",,10060648,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/casa-en-venta/10060648,,,5.5493892,-73.3510038
Apartamento,venta,Usado,Tunja,Santa Ana,30,1,1,130000000,3,8,1 Habs.,", Calentador, , Circuito cerrado de TV, , Citófono, , Cocina Integral, , Cocina tipo Americano, , Colegios / Universidades, , Instalación de gas, , Piso en Baldosa /  Mármol, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona de lavandería, , Zona Residencial, Descripción, Apartamento para estrenar, bien iluminado ubicado al interior del multifamiliar, tranquilo y acogedor. Esta situado sobre la avenida norte con posibilidades excelentes de acceso al interior y fuera de la ciudad., Código Fincaraíz:, 10107952, Consultar, ENTORNO URBANO, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Apartamento para estrenar, bien iluminado ubicado al interior del multifamiliar, tranquilo y acogedor. Esta situado sobre la avenida norte con posibilidades excelentes de acceso al interior y fuera de la ciudad.",,10107952,ENTORNO URBANO,https://www.fincaraiz.com.co/apartaestudio-en-venta/10107952,,,5.5473168,-73.3611839
Casa,venta,Usado,Tunja,Santa Inés,148,4,3,590000000,5,8,,", Ascensor, , Balcón, , Calentador, , Canchas Deportivas, , Cerca centro comercial, , Citófono, , Piso de alta resistencia, , Portería / Recepción, , Sauna / Turco / Jacuzzi, , Sobre vía principal, , Tanques de Agua, , Terraza","Atos Inmobiliaria se complace en presentar este hermoso apartamento en venta. Con un área de 148 m2, esta propiedad ofrece espacios amplios y bien distribuidos para garantizar el máximo confort y comodidad.",,191273449,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273449,,,5.5493892,-73.3510038
Finca,venta,Usado,Tunja,La Pradera,37,1,0,290000000,5,8,1,", Ascensor, , En centro Comercial, , En zona Comercial, , Local Interior, , Piso en Baldosa /  Mármol, , Sobre vía secundaria, , Zona Comercial, Descripción, Vendo espectacular local ubicado en el nuevo centro comercial de Tunja, centro comercial BULEVAR, cerca al centro comercial Unicentro local amplio e iluminado., Código Fincaraíz:, 10588463, Consultar, Inmobiliaria Eskala, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Vendo espectacular local ubicado en el nuevo centro comercial de Tunja, centro comercial BULEVAR, cerca al centro comercial Unicentro local amplio e iluminado.",,10588463,Inmobiliaria Eskala,https://www.fincaraiz.com.co/local-en-venta/10588463,,,5.5456399,-73.3547323
Casa,venta,Usado,Tunja,,250,5,6,750000000,5,30,,,"VENDO CASA CAMPESTRE EN EL SECTOR LA VILLITA,  CONSTA DE SALA COMEDOR,  COCINA INTEGRAL,  PATIO DE ROPAS CUBIERTO,  CUARTO DE SERVICIO CON BAÑO PRIVADO,  CUATRO ALCOBAS,  CUATRO BAÑOS,  ESTUDIO,  ALTILLO,  BALCON,  JARDIN Y GARAJE. ESPECTACULAR AMBIENTE..",,6602400,Inmobiliaria Fenix,https://www.fincaraiz.com.co/casa-en-venta-en-ub-villa-toledo-tunja/6602400,,,,
Casa,venta,Usado,Tunja,La Pradera,157,0,0,295000000,5,1,157,", Cerca centro comercial, , Chimenea, , Closet, , Cocina Integral, , Cocina tipo Americano, , Jardín, , Salón Comunal, , Terraza, , Trans. Público cercano, , Vista panorámica, , Zona Comercial, , Zona de BBQ","Atos Inmobiliaria te ofrece una excelente oportunidad de adquirir un lote ubicado en un exclusivo conjunto cerrado al norte de Tunja, cerca del centro comercial Unicentro y el Boulevard.",,191273053,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273053,,,5.5456399,-73.3547323
Casa,venta,Usado,Tunja,,100,3,2,310000000,2,8,,", Barra estilo americano, , Baño Auxiliar, , Garaje(s), , Parqueadero Visitantes, , Trans. Público cercano, , Vista panorámica, , Zona Campestre, , Zona Residencial, , Zonas Verdes, Descripción, INMOBILIARIA 2 MIL VENDE CASA-LOTE",INMOBILIARIA 2 MIL VENDE CASA-LOTE,,10195189,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/casa-en-venta/10195189,,,,
Apartamento,venta,Usado,Tunja,La Pradera,120,4,3,550000000,5,15,4 Habs.,", Ascensor, , Barra estilo americano, , Baño Auxiliar, , Chimenea, , Circuito cerrado de TV, , Citófono, , Jardín, , Parques cercanos, , Portería / Recepción, , Salón de Juegos, , Sobre vía principal, , Supermercados / C.Comerciales","INMOBILIARIA 2 MIL VENDE APARTAMENTO CON UNA DE LAS MEJORES VISTAS DE LA CIUDAD.  Mesopotamia - Sector Unicentro,  Boulevard Shopping TUNJA  Área. 120 M2 + Parqueadero  4 habitaciones,  3 baños,  estudio,  sala,  comedor,  cocina integral,  sala auxiliar y cuarto de ropas.       : ($..) .",,7640887,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/apartamento-en-venta/7640887,,,5.5456399,-73.3547323
Casa,venta,Usado,Tunja,,82,0,0,105000000,3,1,,,"Atos Inmobiliaria tiene a la venta un lote ubicado en el norte de la ciudad, específicamente en el barrio Soaquirá. Este lote ofrece un área de 82.68 m2 y está designado para usos residenciales. Es apto para la construcción de una casa de dos pisos, con la posibilidad de añadir un altillo según lo permitido por las regulaciones locales. Además, el lote cuenta con uso de suelos y planos, lo que facilita el proceso de desarrollo y construcción. Todos los servicios básicos están disponibles en la zona, lo que garantiza una experiencia residencial cómoda para los futuros propietarios. No dudes en contactarnos para obtener más información sobre esta excelente oportunidad de inversión.",,191273127,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273127,,,,
Casa,venta,Usado,Tunja,,21,0,1,170000000,4,8,,", Cerca centro comercial, , Sobre vía principal, , Terraza, , Trans. Público cercano, , Zona Comercial, , Zona Residencial, Descripción, Atos Inmobiliaria tiene una excelente oportunidad de inversión para ti. Se trata de un consultorio en venta ubicado en el centro comercial Casa Vieja, una zona muy conveniente al norte de la ciudad y a pocos pasos de la Clínica Medilaser. Este consultorio cuenta con un área de 21.74 metros cuadrados y está equipado con un baño para la comodidad de tus pacientes.","Atos Inmobiliaria tiene una excelente oportunidad de inversión para ti. Se trata de un consultorio en venta ubicado en el centro comercial Casa Vieja, una zona muy conveniente al norte de la ciudad y a pocos pasos de la Clínica Medilaser. Este consultorio cuenta con un área de 21.74 metros cuadrados y está equipado con un baño para la comodidad de tus pacientes.",,191273143,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/consultorio-en-venta/191273143,,,,
Casa,venta,Usado,Tunja,Santa Inés,140,4,4,550000000,5,30,,,"Atos Inmobiliaria vende una casa ubicada al norte de la ciudad de Tunja, en el sector Unicentro, en el conjunto Terrazas de Santa Inés. Esta propiedad consta de una sala, comedor, cocina integral, zona de ropas, cuatro habitaciones y cuatro baños, brindando amplios espacios para toda la familia.",,191272796,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191272796,,,5.5493892,-73.3510038
Casa,venta,Usado,Tunja,,228,6,3,810000000,3,15,,", Baño Auxiliar, , Calentador, , Canchas Deportivas, , Cocina Integral, , Instalación de gas, , Parques cercanos, , Patio, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona Infantil, , Zona Residencial, , Zonas Verdes, Descripción, ¡Descubre esta increíble oportunidad de inversión! Esta casa de 3 pisos en venta es perfecta para quienes buscan generar ingresos a través de arrendamientos o para familias que desean vivir en un mismo lugar con espacios independientes.",¡Descubre esta increíble oportunidad de inversión! Esta casa de 3 pisos en venta es perfecta para quienes buscan generar ingresos a través de arrendamientos o para familias que desean vivir en un mismo lugar con espacios independientes.,,192258587,BOX HOUSE BIENES RAICES,https://www.fincaraiz.com.co/casa-en-venta-en-tunja/192258587,,,,
Finca,venta,Usado,Tunja,La Florida,22,1,1,138000000,3,1,1 Habs.,", Ascensor, , Cocina Integral, , Instalación de gas, , Portería / Recepción, , Salón Comunal, Descripción, VENDO APARTAESTUDIO TIPO LOFT en OIKOS MONTEVERDE al sur de Tunja para estrenar, piso 6, un solo ambiente con división de ambientes, clóset, cocina integral, baño con división en vidrio. Parqueadero comunal, conjunto cerrado, vigilancia 24 horas, ascensores, zonas verdes, cancha sintética, parque infantil.","VENDO APARTAESTUDIO TIPO LOFT en OIKOS MONTEVERDE al sur de Tunja para estrenar, piso 6, un solo ambiente con división de ambientes, clóset, cocina integral, baño con división en vidrio. Parqueadero comunal, conjunto cerrado, vigilancia 24 horas, ascensores, zonas verdes, cancha sintética, parque infantil.",,192089629,ELITE LG INMOBILIARIA,https://www.fincaraiz.com.co/apartaestudio-en-venta/192089629,,,5.5139550,-73.3672258
Finca,venta,Usado,Tunja,Santa Lucía,400,1,0,900000000,3,15,,,"excelente bodega, de 15.60 m2 x 25 de fondo.",,10810501,Inmobiliaria Fenix,https://www.fincaraiz.com.co/bodega-en-venta/10810501,,,,
Casa,venta,Usado,Tunja,Santa Helena,540,0,0,390000000,5,1,540,,"ATOS INMOBILIARIA vende lote campestre en el exclusivo conjunto cerrado Mirador del Country, ubicado al norte de la ciudad de Tunja. Este lote tiene un área de 540.59 m², ofreciendo el espacio ideal para construir la casa de tus sueños en un entorno tranquilo y seguro. El conjunto cuenta con vigilancia 24 horas, brindando seguridad y tranquilidad a sus residentes.",,191272779,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191272779,,,,
Casa,venta,Usado,Tunja,Santa Inés,169,3,4,510000000,5,8,,", Acceso Pavimentado, , Barra estilo americano, , Baño Auxiliar, , Baño Independiente, , Calentador, , Cerca de Zona Urbana, , Estudio, , Garaje(s), , Hall de Alcobas, , Instalación de gas, , Parques cercanos, , Sobre vía principal","Imagina llegar a tu casa en Santa Inés después de un largo día de trabajo y encontrar un lugar donde la tranquilidad y el confort te reciban con los brazos abiertos. ?✨ Una casa amplia en Tunja, diseñada para brindarte a ti y a los tuyos la comodidad que merecen, en uno de los barrios más exclusivos y seguros de la ciudad. Esta propiedad no es solo un lugar donde vivir; es el espacio donde crearás recuerdos inolvidables con tu familia. ?‍?‍?‍?❤️",,191855623,INMOBILIARIA LOS LANCEROS,https://www.fincaraiz.com.co/casa-en-venta/191855623,,,5.5493892,-73.3510038
Casa,venta,Usado,Tunja,,294,0,0,215000000,2,1,,,"Atos Inmobiliaria vende un espacioso casa lote ubicado en el sur de la ciudad de Tunja, en el barrio Jordán, sector Licorera de Boyacá. Este lote cuenta con un área total de 294 m² y ofrece un uso de suelo versátil, permitiendo la construcción de viviendas unifamiliares, bifamiliares o trifamiliares, adaptándose a diferentes necesidades y proyectos.",,191272786,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191272786,,,,
Casa,venta,Usado,Tunja,Centro,100,5,2,280000000,2,8,,", Acceso Pavimentado, , Baño Auxiliar, , Cerca de Zona Urbana, , Closet, , Cocina Equipada, , Colegios / Universidades, , Instalación de gas, , Piso en Baldosa /  Mármol, , Trans. Público cercano, , Vista panorámica, , Vivienda Bifamiliar, , Zona de lavandería","Código: 9025FR143 Excelente oportunidad de adquirir casa con dos apartamentos totalmente independientes a pocas cuadras del centro de la ciudad de Tunja, con fácil acceso de transporte público; el apartamento del primer piso consta de dos habitaciones con closet, baño, cocina equipada, sala-comedor y zona de lavandería, el apartamento del segundo piso consta de dos habitaciones con closet, baño, cocina equipada, sala-comedor, altillo con una habitación con closet y zona de lavandería, cada apartamento cuenta con los servicios públicos de agua, luz y gas natural independientes al igual que las entradas a cada uno.",,192309689,Casa 360,https://www.fincaraiz.com.co/casa-en-venta-en-tunja/192309689,,,5.5521632,-73.3567425
Casa,venta,Usado,Tunja,,78,2,3,300000000,1,30,,", Chimenea, , Trans. Público cercano, Descripción, Área terreno:, 10000 m², ESPECTACULAR finca con casa cerca a ciudad de Tunja, apta para proyectos de turismo, agricultura etc., Distancia: De la vía Tunja a Cucaita – Villa de Leyva:  300 ml y a Tunja 9 Km",Área terreno:,,10062318,ENTORNO URBANO,https://www.fincaraiz.com.co/casa-campestre-en-venta/10062318,,,,
Apartamento,venta,Usado,Tunja,La Florida,58,3,2,220000000,2,8,3 Habs.,", Balcón, , Cerca centro comercial, , Closet, , Cocina Integral, , Instalación de gas, , Trans. Público cercano, , Área Urbana, Descripción, Atos Inmobiliaria arrienda cómodo apartamento en el sector sur de la ciudad. Disfruta de tres habitaciones, dos baños, sala-comedor, cocina integral y zona de ropas, ideal para tu comodidad y la de tu familia. No dejes pasar esta oportunidad y agenda tu cita hoy mismo., Código Fincaraíz:, 192064912, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria arrienda cómodo apartamento en el sector sur de la ciudad. Disfruta de tres habitaciones, dos baños, sala-comedor, cocina integral y zona de ropas, ideal para tu comodidad y la de tu familia. No dejes pasar esta oportunidad y agenda tu cita hoy mismo.",,192064912,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/192064912,,,5.5139550,-73.3672258
Finca,venta,Usado,Tunja,,22,0,0,100000000,5,30,,,"Atos Inmobiliaria tiene a la venta un local en el sector norte, en las proximidades del barrio Mesopotamia. El local tiene una superficie de 22 m² y una ubicación excelente. Además, cuenta con baño privado, depósito y una vista exterior atractiva.",,191273972,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191273972,,,,
